,Disease Code,Disease,Symptom Code,Symptom,Weight,Noise
1317,C1145670,respiratory failure,none,redness,0.3,0.03
1318,C0025202,melanoma,none,mass of body structure,0.3,0.03
1319,C0025202,melanoma,none,paraparesis,0.1,0.03
1320,C0025202,melanoma,none,fever,0.6,0.03
1321,C0025202,melanoma,none,gravida 0,0.3,0.03
1322,C0025202,melanoma,none,pain,0.6,0.03
1323,C0025202,melanoma,none,pruritus,0.3,0.03
1324,C0025202,melanoma,none,mass in breast,0.3,0.03
1325,C0025202,melanoma,none,vomiting,0.3,0.03
1326,C0025202,melanoma,none,diarrhea,0.3,0.03
1327,C0017160,gastroenteritis,none,pain abdominal,0.6,0.03
1328,C0017160,gastroenteritis,none,breath,0.6,0.03
1329,C0017160,gastroenteritis,none,nausea,0.9,0.03
1330,C0017160,gastroenteritis,none,decreased body weight,0.6,0.03
1331,C0017160,gastroenteritis,none,sore to touch,0.3,0.03
1332,C0017160,gastroenteritis,none,scleralicterus,0.3,0.03
1333,C0017160,gastroenteritis,none,fever,0.9,0.03
1334,C0017160,gastroenteritis,none,myalgia,0.6,0.03
1335,C0017160,gastroenteritis,none,hyponatremia,0.3,0.03
1336,C0017160,gastroenteritis,none,retch,0.6,0.03
1337,C0017160,gastroenteritis,none,mass of body structure,0.3,0.03
1338,C0017160,gastroenteritis,none,decreased body weight,0.6,0.03
1339,C0242379,malignant neoplasm of lung or carcinoma of lung,none,lesion,0.9,0.03
1340,C0242379,malignant neoplasm of lung or carcinoma of lung,none,cough,0.9,0.03
1341,C0242379,malignant neoplasm of lung or carcinoma of lung,none,lung nodule,0.9,0.03
1342,C0242379,malignant neoplasm of lung or carcinoma of lung,none,shortness of breath,0.9,0.03
1343,C0242379,malignant neoplasm of lung or carcinoma of lung,none,haemoptysis,0.6,0.03
1344,C0242379,malignant neoplasm of lung or carcinoma of lung,none,debilitation,0.6,0.03
1345,C0242379,malignant neoplasm of lung or carcinoma of lung,none,gurgle,0.3,0.03
1346,C0242379,malignant neoplasm of lung or carcinoma of lung,none,ache,0.3,0.03
1347,C0242379,malignant neoplasm of lung or carcinoma of lung,none,rale,0.3,0.03
1348,C0242379,malignant neoplasm of lung or carcinoma of lung,none,night sweat,0.3,0.03
1349,C0242379,malignant neoplasm of lung or carcinoma of lung,none,decreased translucency,0.1,0.03
1350,C0242379,malignant neoplasm of lung or carcinoma of lung,none,asthenia,0.1,0.03
1351,C0242379,malignant neoplasm of lung or carcinoma of lung,none,metastatic lesion,0.1,0.03
1352,C0242379,malignant neoplasm of lung or carcinoma of lung,none,agitation,0.1,0.03
1353,C0242379,malignant neoplasm of lung or carcinoma of lung,none,irritable mood,0.1,0.03
1354,C0031212,personality disorder,none,nightmare,0.3,0.03
1355,C0031212,personality disorder,none,feeling hopeless,0.6,0.03
1356,C0031212,personality disorder,none,transsexual,0.1,0.03
1357,C0031212,personality disorder,none,hallucinations auditory,0.3,0.03
1358,C0031212,personality disorder,none,irritable mood,0.9,0.03
1359,C0031212,personality disorder,none,sleeplessness,0.6,0.03
1360,C0031212,personality disorder,none,agitation,0.6,0.03
1361,C0031212,personality disorder,none,weepiness,0.6,0.03
1362,C0031212,personality disorder,none,mood depressed,0.9,0.03
1363,C0031212,personality disorder,none,scratch marks,0.3,0.03
1364,C0031212,personality disorder,none,nausea and vomiting,0.6,0.03
1365,C0031212,personality disorder,none,extreme exhaustion,0.6,0.03
1366,C0031212,personality disorder,none,side pain,0.3,0.03
1367,C0031212,personality disorder,none,worry,0.9,0.03
1368,C0031212,personality disorder,none,enuresis,0.3,0.03
1369,C0031212,personality disorder,none,homelessness,0.1,0.03
1370,C0031212,personality disorder,none,nervousness,0.9,0.03
1371,C0031212,personality disorder,none,ascites,0.1,0.03
1372,C0031212,personality disorder,none,pruritus,0.3,0.03
1373,C0019204,primary carcinoma of the liver cells,none,mass of body structure,0.6,0.03
1374,C0019204,primary carcinoma of the liver cells,none,splenomegaly,0.6,0.03
1375,C0019204,primary carcinoma of the liver cells,none,lesion,0.6,0.03
1376,C0019204,primary carcinoma of the liver cells,none,paresis,0.3,0.03
1377,C0019204,primary carcinoma of the liver cells,none,tumor cell invasion,0.6,0.03
1378,C0019204,primary carcinoma of the liver cells,none,room spinning,0.1,0.03
1379,C0019204,primary carcinoma of the liver cells,none,haemorrhage,0.3,0.03
1380,C0019204,primary carcinoma of the liver cells,none,thicken,0.3,0.03
1381,C0019204,primary carcinoma of the liver cells,none,indifferent mood,0.3,0.03
1382,C0019204,primary carcinoma of the liver cells,none,cachexia,0.6,0.03
1383,C0019204,primary carcinoma of the liver cells,none,hypothermia,0.3,0.03
1384,C0019204,primary carcinoma of the liver cells,none,pain abdominal,0.9,0.03
1385,C0019204,primary carcinoma of the liver cells,none,hepatomegaly,0.9,0.03
1386,C0019204,primary carcinoma of the liver cells,none,hematocrit decreased,0.6,0.03
1387,C0019204,primary carcinoma of the liver cells,none,stupor,0.1,0.03
1388,C0019204,primary carcinoma of the liver cells,none,decreased body weight,0.6,0.03
1389,C0019204,primary carcinoma of the liver cells,none,shortness of breath,0.6,0.03
1390,C0019204,primary carcinoma of the liver cells,none,cough,0.6,0.03
1391,C0034067,emphysema pulmonary,none,behavior showing increased motor activity,0.6,0.03
1392,C0034067,emphysema pulmonary,none,scar tissue,0.3,0.03
1393,C0034067,emphysema pulmonary,none,dyspnea on exertion,0.9,0.03
1394,C0034067,emphysema pulmonary,none,coordination abnormal,0.6,0.03
1395,C0034067,emphysema pulmonary,none,myalgia,0.6,0.03
1396,C0034067,emphysema pulmonary,none,hypercapnia,0.3,0.03
1397,C0034067,emphysema pulmonary,none,clammy skin,0.6,0.03
1398,C0034067,emphysema pulmonary,none,has religious belief,0.1,0.03
1399,C0034067,emphysema pulmonary,none,room spinning,0.3,0.03
1400,C0034067,emphysema pulmonary,none,moan,0.3,0.03
1401,C0034067,emphysema pulmonary,none,night sweat,0.6,0.03
1402,C0034067,emphysema pulmonary,none,cachexia,0.3,0.03
1403,C0034067,emphysema pulmonary,none,symptom aggravating factors,0.3,0.03
1404,C0034067,emphysema pulmonary,none,dyspnea,0.9,0.03
1405,C0034067,emphysema pulmonary,none,rale,0.6,0.03
1406,C0034067,emphysema pulmonary,none,flushing,0.6,0.03
1407,C0034067,emphysema pulmonary,none,painful swallowing,0.3,0.03
1408,C0034067,emphysema pulmonary,none,arthralgia,0.6,0.03
1409,C0034067,emphysema pulmonary,none,choke,0.3,0.03
1410,C0034067,emphysema pulmonary,none,tenesmus,0.3,0.03
1411,C0034067,emphysema pulmonary,none,constipation,0.6,0.03
1412,C0019112,hemorrhoids,none,haemorrhage,0.3,0.03
1413,C0019112,hemorrhoids,none,bowel sounds decreased,0.6,0.03
1414,C0019112,hemorrhoids,none,decreased stool caliber,0.6,0.03
1415,C0019112,hemorrhoids,none,nausea and vomiting,0.6,0.03
1416,C0019112,hemorrhoids,none,hunger,0.6,0.03
1417,C0019112,hemorrhoids,none,diarrhea,0.6,0.03
1418,C0019112,hemorrhoids,none,dizziness,0.6,0.03
1419,C0019112,hemorrhoids,none,hyponatremia,0.3,0.03
1420,C0019112,hemorrhoids,none,clonus,0.1,0.03
1421,C0019112,hemorrhoids,none,pain,0.9,0.03
1422,C0019112,hemorrhoids,none,achalasia,0.1,0.03
1423,C0019112,hemorrhoids,none,burning sensation,0.6,0.03
1424,C0019112,hemorrhoids,none,guaiac positive,0.6,0.03
1425,C0019112,hemorrhoids,none,numbness of hand,0.3,0.03
1426,C0019112,hemorrhoids,none,wheezing,0.3,0.03
1427,C0019112,hemorrhoids,none,cough,0.6,0.03
1428,C0006266,spasm bronchial,none,shortness of breath,0.9,0.03
1429,C0006266,spasm bronchial,none,scar tissue,0.3,0.03
1430,C0006266,spasm bronchial,none,apyrexial,0.6,0.03
1431,C0006266,spasm bronchial,none,no known drug allergies,0.6,0.03
1432,C0006266,spasm bronchial,none,pain,0.6,0.03
1433,C0006266,spasm bronchial,none,productive cough,0.9,0.03
1434,C0006266,spasm bronchial,none,throat sore,0.6,0.03
1435,C0006266,spasm bronchial,none,dyspnea,0.9,0.03
1436,C0006266,spasm bronchial,none,chest tightness,0.9,0.03
1437,C0006266,spasm bronchial,none,hypoxemia,0.6,0.03
1438,C0006266,spasm bronchial,none,tachypnea,0.6,0.03
1439,C0006266,spasm bronchial,none,sensory discomfort,0.3,0.03
1440,C0006266,spasm bronchial,none,fever,0.6,0.03
1441,C0006266,spasm bronchial,none,vomiting,0.3,0.03
1442,C0006266,spasm bronchial,none,rhonchus,0.6,0.03
1443,C0006266,spasm bronchial,none,hemiplegia,0.1,0.03
1444,C0006266,spasm bronchial,none,fremitus,0.3,0.03
1445,C0003537,aphasia,none,clonus,0.1,0.03
1446,C0003537,aphasia,none,egophony,0.1,0.03
1447,C0003537,aphasia,none,facial paresis,0.1,0.03
1448,C0003537,aphasia,none,aphagia,0.1,0.03
1449,C0003537,aphasia,none,muscle twitch,0.1,0.03
1450,C0003537,aphasia,none,paralyse,0.1,0.03
1451,C0003537,aphasia,none,low back pain,0.1,0.03
1452,C0003537,aphasia,none,charleyhorse,0.1,0.03
1453,C0028756,obesity morbid,none,out of breath,0.9,0.03
1454,C0028756,obesity morbid,none,sedentary,0.6,0.03
1455,C0028756,obesity morbid,none,angina pectoris,0.6,0.03
1456,C0028756,obesity morbid,none,cough,0.6,0.03
1457,C0028756,obesity morbid,none,unhappy,0.6,0.03
1458,C0028756,obesity morbid,none,labored breathing,0.9,0.03
1459,C0028756,obesity morbid,none,hypothermia,0.3,0.03
1460,C0028756,obesity morbid,none,dyspnea,0.9,0.03
1461,C0028756,obesity morbid,none,hematocrit decreased,0.3,0.03
1462,C0028756,obesity morbid,none,wheezing,0.6,0.03
1463,C0028756,obesity morbid,none,hypoxemia,0.6,0.03
1464,C0028756,obesity morbid,none,renal angle tenderness,0.3,0.03
1465,C0028756,obesity morbid,none,feels hot,0.6,0.03
1466,C0034186,pyelonephritis,none,fever,0.9,0.03
1467,C0034186,pyelonephritis,none,pain,0.6,0.03
1468,C0034186,pyelonephritis,none,urgency ofmicturition,0.6,0.03
1469,C0034186,pyelonephritis,none,hematuria,0.3,0.03
1470,C0034186,pyelonephritis,none,vomiting,0.6,0.03
1471,C0034186,pyelonephritis,none,chill,0.6,0.03
1472,C0034186,pyelonephritis,none,diarrhea,0.3,0.03
1473,C0034186,pyelonephritis,none,nausea,0.6,0.03
1474,C0034186,pyelonephritis,none,pain abdominal,0.6,0.03
1475,C0034186,pyelonephritis,none,myalgia,0.3,0.03
1476,C0014118,endocarditis,none,pleuritic pain,0.6,0.03
1477,C0014118,endocarditis,none,thicken,0.3,0.03
1478,C0014118,endocarditis,none,myalgia,0.6,0.03
1479,C0014118,endocarditis,none,apyrexial,0.3,0.03
1480,C0014118,endocarditis,none,night sweat,0.6,0.03
1481,C0014118,endocarditis,none,flare,0.3,0.03
1482,C0014118,endocarditis,none,shortness of breath,0.9,0.03
1483,C0014118,endocarditis,none,orthopnea,0.6,0.03
1484,C0014118,endocarditis,none,abscess bacterial,0.3,0.03
1485,C0014118,endocarditis,none,hypotension,0.6,0.03
1486,C0014118,endocarditis,none,cough,0.9,0.03
1487,C0014118,endocarditis,none,metastatic lesion,0.1,0.03
1488,C0014118,endocarditis,none,breath sounds decreased,0.6,0.03
1489,C0014118,endocarditis,none,decreased body weight,0.6,0.03
1490,C0014118,endocarditis,none,decreased body weight,0.6,0.03
1491,C0014118,endocarditis,none,pulsusparadoxus,0.3,0.03
1492,C0014118,endocarditis,none,hypokinesia,0.6,0.03
1493,C0031039,effusion pericardial or pericardial effusion body substance,none,pericardial friction rub,0.6,0.03
1494,C0031039,effusion pericardial or pericardial effusion body substance,none,dyspnea,0.6,0.03
1495,C0031039,effusion pericardial or pericardial effusion body substance,none,shortness of breath,0.9,0.03
1496,C0031039,effusion pericardial or pericardial effusion body substance,none,hemodynamically stable,0.6,0.03
1497,C0031039,effusion pericardial or pericardial effusion body substance,none,cardiomegaly,0.6,0.03
1498,C0031039,effusion pericardial or pericardial effusion body substance,none,hypotension,0.3,0.03
1499,C0031039,effusion pericardial or pericardial effusion body substance,none,sputum purulent,0.3,0.03
1500,C0031039,effusion pericardial or pericardial effusion body substance,none,facial paresis,0.1,0.03
1501,C0031039,effusion pericardial or pericardial effusion body substance,none,pain,0.6,0.03
1502,C0031039,effusion pericardial or pericardial effusion body substance,none,oliguria,0.3,0.03
1503,C0031039,effusion pericardial or pericardial effusion body substance,none,blackout,0.3,0.03
1504,C0031039,effusion pericardial or pericardial effusion body substance,none,intoxication,0.1,0.03
1505,C0001973,chronic alcoholic intoxication,none,tremor,0.9,0.03
1506,C0001973,chronic alcoholic intoxication,none,hallucinations auditory,0.6,0.03
1507,C0001973,chronic alcoholic intoxication,none,suicidal,0.6,0.03
1508,C0001973,chronic alcoholic intoxication,none,hoard,0.3,0.03
1509,C0001973,chronic alcoholic intoxication,none,irritable mood,0.9,0.03
1510,C0001973,chronic alcoholic intoxication,none,feeling hopeless,0.6,0.03
1511,C0001973,chronic alcoholic intoxication,none,feeling suicidal,0.6,0.03
1512,C0001973,chronic alcoholic intoxication,none,neologism,0.3,0.03
1513,C0001973,chronic alcoholic intoxication,none,seizure,0.3,0.03
1514,C0001973,chronic alcoholic intoxication,none,homelessness,0.3,0.03
1515,C0001973,chronic alcoholic intoxication,none,sleeplessness,0.9,0.03
1516,C0001973,chronic alcoholic intoxication,none,unconscious state,0.1,0.03
1517,C0001973,chronic alcoholic intoxication,none,panic,0.6,0.03
1518,C0001973,chronic alcoholic intoxication,none,breath sounds decreased,0.1,0.03
1519,C0001973,chronic alcoholic intoxication,none,shortness of breath,0.6,0.03
1520,C0032326,pneumothorax,none,dyspnea,0.9,0.03
1521,C0032326,pneumothorax,none,cardiovascular finding,0.6,0.03
1522,C0032326,pneumothorax,none,cardiovascular event,0.3,0.03
1523,C0032326,pneumothorax,none,haemoptysis,0.3,0.03
1524,C0032326,pneumothorax,none,cough,0.9,0.03
1525,C0032326,pneumothorax,none,hypercapnia,0.3,0.03
1526,C0032326,pneumothorax,none,soft tissue swelling,0.6,0.03
1527,C0032326,pneumothorax,none,prostatism,0.1,0.03
1528,C0032326,pneumothorax,none,agitation,0.6,0.03
1529,C0011206,delirium,none,unsteady gait,0.6,0.03
1530,C0011206,delirium,none,withdraw,0.6,0.03
1531,C0011206,delirium,none,hyponatremia,0.3,0.03
1532,C0011206,delirium,none,verbally abusive behavior,0.3,0.03
1533,C0011206,delirium,none,feeling suicidal,0.3,0.03
1534,C0011206,delirium,none,unresponsiveness,0.6,0.03
1535,C0011206,delirium,none,worry,0.6,0.03
1536,C0011206,delirium,none,drowsiness,0.6,0.03
1537,C0011206,delirium,none,sleepy,0.6,0.03
1538,C0011206,delirium,none,hallucinations auditory,0.3,0.03
1539,C0011206,delirium,none,suicidal,0.3,0.03
1540,C0011206,delirium,none,fever,0.6,0.03
1541,C0011206,delirium,none,diarrhea,0.6,0.03
1542,C0027947,neutropenia,none,transaminitis,0.3,0.03
1543,C0027947,neutropenia,none,splenomegaly,0.1,0.03
1544,C0027947,neutropenia,none,night sweat,0.6,0.03
1545,C0027947,neutropenia,none,apyrexial,0.6,0.03
1546,C0027947,neutropenia,none,lesion,0.6,0.03
1547,C0027947,neutropenia,none,snuffle,0.3,0.03
1548,C0027947,neutropenia,none,chill,0.6,0.03
1549,C0027947,neutropenia,none,cough,0.9,0.03
1550,C0027947,neutropenia,none,monoclonal,0.3,0.03
1551,C0027947,neutropenia,none,hypocalcemia result,0.3,0.03
1552,C0027947,neutropenia,none,oliguria,0.3,0.03
1553,C0027947,neutropenia,none,rhd positive,0.1,0.03
1554,C0027947,neutropenia,none,distress respiratory,0.6,0.03
1555,C0020433,hyperbilirubinemia,none,cyanosis,0.1,0.03
1556,C0020433,hyperbilirubinemia,none,tachypnea,0.6,0.03
1557,C0020433,hyperbilirubinemia,none,para 1,0.3,0.03
1558,C0020433,hyperbilirubinemia,none,bradycardia,0.1,0.03
1559,C0020433,hyperbilirubinemia,none,breech presentation,0.3,0.03
1560,C0020433,hyperbilirubinemia,none,cushingoid facies,0.1,0.03
1561,C0020433,hyperbilirubinemia,none,cushingoidhabitus,0.1,0.03
1562,C0020433,hyperbilirubinemia,none,cough,0.6,0.03
1563,C0020433,hyperbilirubinemia,none,myalgia,0.6,0.03
1564,C0021400,influenza,none,uncoordination,0.1,0.03
1565,C0021400,influenza,none,fever,0.9,0.03
1566,C0021400,influenza,none,pleuritic pain,0.3,0.03
1567,C0021400,influenza,none,snuffle,0.3,0.03
1568,C0021400,influenza,none,throat sore,0.6,0.03
1569,C0021400,influenza,none,malaise,0.9,0.03
1570,C0021400,influenza,none,debilitation,0.6,0.03
1571,C0021400,influenza,none,symptom aggravating factors,0.3,0.03
1572,C0021400,influenza,none,chill,0.9,0.03
1573,C0021400,influenza,none,scleralicterus,0.1,0.03
1574,C0021400,influenza,none,nasal flaring,0.3,0.03
1575,C0021400,influenza,none,dysuria,0.3,0.03
1576,C0021400,influenza,none,lip smacking,0.3,0.03
1577,C0021400,influenza,none,headache,0.9,0.03
1578,C0021400,influenza,none,sneeze,0.6,0.03
1579,C0021400,influenza,none,snore,0.3,0.03
1580,C0021400,influenza,none,green sputum,0.3,0.03
1581,C0021400,influenza,none,shortness of breath,0.6,0.03
1582,C0021400,influenza,none,distress respiratory,0.6,0.03
1583,C0021400,influenza,none,blackout,0.1,0.03
1584,C0021400,influenza,none,extreme exhaustion,0.6,0.03
1585,C0439857,dependence,none,intoxication,0.6,0.03
1586,C0439857,dependence,none,tremor,0.6,0.03
1587,C0439857,dependence,none,agitation,0.6,0.03
1588,C0439857,dependence,none,suicidal,0.3,0.03
1589,C0439857,dependence,none,homelessness,0.3,0.03
1590,C0439857,dependence,none,prostatism,0.3,0.03
1591,C0439857,dependence,none,lethargy,0.6,0.03
1592,C0439857,dependence,none,seizure,0.3,0.03
1593,C0439857,dependence,none,muscle twitch,0.6,0.03
1594,C0439857,dependence,none,stuffy nose,0.3,0.03
1595,C0439857,dependence,none,feeling hopeless,0.6,0.03
1596,C0439857,dependence,none,heavy legs,0.6,0.03
1597,C0439857,dependence,none,rale,0.3,0.03
1598,C0087086,thrombus,none,hypokinesia,0.6,0.03
1599,C0087086,thrombus,none,anorexia,0.6,0.03
1600,C0087086,thrombus,none,hypertonicity,0.3,0.03
1601,C0087086,thrombus,none,shortness of breath,0.9,0.03
1602,C0087086,thrombus,none,hypoalbuminemia,0.3,0.03
1603,C0087086,thrombus,none,pruritus,0.6,0.03
1604,C0087086,thrombus,none,sore to touch,0.6,0.03
1605,C0087086,thrombus,none,hemodynamically stable,0.3,0.03
1606,C0087086,thrombus,none,facial paresis,0.1,0.03
1607,C0087086,thrombus,none,vomiting,0.6,0.03
1608,C0087086,thrombus,none,stool color yellow,0.3,0.03
1609,C0008325,cholecystitis,none,moan,0.3,0.03
1610,C0008325,cholecystitis,none,nausea,0.6,0.03
1611,C0008325,cholecystitis,none,pain abdominal,0.6,0.03
1612,C0008325,cholecystitis,none,Murphy,0.3,0.03
1613,C0008325,cholecystitis,none,flatulence,0.6,0.03
1614,C0008325,cholecystitis,none,colic abdominal,0.6,0.03
1615,C0008325,cholecystitis,none,pain,0.9,0.03
1616,C0008325,cholecystitis,none,ascites,0.3,0.03
1617,C0008325,cholecystitis,none,diarrhea,0.6,0.03
1618,C0008325,cholecystitis,none,qt interval prolonged,0.3,0.03
1619,C0008325,cholecystitis,none,cardiovascular finding,0.3,0.03
1620,C0008325,cholecystitis,none,cardiovascular event,0.3,0.03
1621,C0008325,cholecystitis,none,groggy,0.3,0.03
1622,C0008325,cholecystitis,none,sinus rhythm,0.3,0.03
1623,C0008325,cholecystitis,none,gasping for breath,0.3,0.03
1624,C0008325,cholecystitis,none,constipation,0.6,0.03
1625,C0008325,cholecystitis,none,feces in rectum,0.3,0.03
1626,C0008325,cholecystitis,none,abnormally hard consistency,0.3,0.03
1627,C0019291,herniahiatal,none,pain abdominal,0.6,0.03
1628,C0019291,herniahiatal,none,fatigability,0.6,0.03
1629,C0019291,herniahiatal,none,prodrome,0.3,0.03
1630,C0019291,herniahiatal,none,vomiting,0.6,0.03
1631,C0019291,herniahiatal,none,nausea,0.9,0.03
1632,C0019291,herniahiatal,none,myalgia,0.9,0.03
1633,C0019291,herniahiatal,none,hyponatremia,0.3,0.03
1634,C0019291,herniahiatal,none,sore to touch,0.3,0.03
1635,C0019291,herniahiatal,none,general discomfort,0.6,0.03
1636,C0019291,herniahiatal,none,dyspnea on exertion,0.6,0.03
1637,C0019291,herniahiatal,none,asterixis,0.1,0.03
1638,C0019291,herniahiatal,none,guaiac positive,0.3,0.03
1639,C0019291,herniahiatal,none,numbness of hand,0.3,0.03
1640,C0019291,herniahiatal,none,headache,0.9,0.03
1641,C0019291,herniahiatal,none,photophobia,0.6,0.03
1642,C0030312,pancytopenia,none,hypoproteinemia,0.6,0.03
1643,C0030312,pancytopenia,none,fatigue,0.9,0.03
1644,C0030312,pancytopenia,none,haemorrhage,0.3,0.03
1645,C0030312,pancytopenia,none,fatigability,0.6,0.03
1646,C0030312,pancytopenia,none,cushingoid facies,0.3,0.03
1647,C0030312,pancytopenia,none,cushingoidhabitus,0.3,0.03
1648,C0030312,pancytopenia,none,stool color yellow,0.6,0.03
1649,C0030312,pancytopenia,none,colic abdominal,0.6,0.03
1650,C0008350,cholelithiasis or biliary calculus,none,vomiting,0.6,0.03
1651,C0008350,cholelithiasis or biliary calculus,none,nausea,0.6,0.03
1652,C0008350,cholelithiasis or biliary calculus,none,pain abdominal,0.6,0.03
1653,C0008350,cholelithiasis or biliary calculus,none,pain,0.6,0.03
1654,C0008350,cholelithiasis or biliary calculus,none,cushingoid facies,0.3,0.03
1655,C0008350,cholelithiasis or biliary calculus,none,cushingoidhabitus,0.3,0.03
1656,C0008350,cholelithiasis or biliary calculus,none,ascites,0.3,0.03
1657,C0008350,cholelithiasis or biliary calculus,none,thicken,0.3,0.03
1658,C0008350,cholelithiasis or biliary calculus,none,sore to touch,0.3,0.03
1659,C0008350,cholelithiasis or biliary calculus,none,diarrhea,0.6,0.03
1660,C0008350,cholelithiasis or biliary calculus,none,apyrexial,0.3,0.03
1661,C0008350,cholelithiasis or biliary calculus,none,palpitation,0.3,0.03
1662,C0039239,tachycardia sinus,none,leftatrialhypertrophy,0.3,0.03
1663,C0039239,tachycardia sinus,none,sweat,0.6,0.03
1664,C0039239,tachycardia sinus,none,sweating increased,0.6,0.03
1665,C0039239,tachycardia sinus,none,alcohol binge episode,0.3,0.03
1666,C0039239,tachycardia sinus,none,pressure chest,0.6,0.03
1667,C0039239,tachycardia sinus,none,scar tissue,0.3,0.03
1668,C0039239,tachycardia sinus,none,cardiovascular finding,0.6,0.03
1669,C0039239,tachycardia sinus,none,cardiovascular event,0.3,0.03
1670,C0039239,tachycardia sinus,none,orthostasis,0.6,0.03
1671,C0039239,tachycardia sinus,none,shortness of breath,0.9,0.03
1672,C0039239,tachycardia sinus,none,t wave inverted,0.3,0.03
1673,C0039239,tachycardia sinus,none,vomiting,0.6,0.03
1674,C0039239,tachycardia sinus,none,pain abdominal,0.6,0.03
1675,C1258215,ileus,none,abscess bacterial,0.3,0.03
1676,C1258215,ileus,none,abdomen acute,0.6,0.03
1677,C1258215,ileus,none,air fluid level,0.3,0.03
1678,C1258215,ileus,none,catching breath,0.1,0.03
1679,C1258215,ileus,none,abdominal tenderness,0.9,0.03
1680,C1258215,ileus,none,nausea,0.9,0.03
1681,C1258215,ileus,none,sore to touch,0.6,0.03
1682,C1258215,ileus,none,flatulence,0.6,0.03
1683,C1258215,ileus,none,diarrhea,0.6,0.03
1684,C1258215,ileus,none,mass of body structure,0.3,0.03
1685,C1258215,ileus,none,apyrexial,0.3,0.03
1686,C1258215,ileus,none,constipation,0.6,0.03
1687,C1258215,ileus,none,thicken,0.3,0.03
1688,C1258215,ileus,none,gravida 0,0.3,0.03
1689,C1258215,ileus,none,pain abdominal,0.9,0.03
1690,C0001511,adhesion,none,flatulence,0.6,0.03
1691,C0001511,adhesion,none,pain,0.9,0.03
1692,C0001511,adhesion,none,large,0.3,0.03
1693,C0001511,adhesion,none,para 1,0.3,0.03
1694,C0001511,adhesion,none,vomiting,0.6,0.03
1695,C0001511,adhesion,none,lung nodule,0.3,0.03
1696,C0001511,adhesion,none,breech presentation,0.3,0.03
1697,C0001511,adhesion,none,shortness of breath,0.6,0.03
1698,C0001511,adhesion,none,decreased body weight,0.6,0.03
1699,C0001511,adhesion,none,immobile,0.3,0.03
1700,C0001511,adhesion,none,unsteady gait,0.3,0.03
1701,C0001511,adhesion,none,hallucinations visual,0.1,0.03
1702,C0001511,adhesion,none,feeling suicidal,0.1,0.03
1703,C0011253,delusion,none,loose associations,0.6,0.03
1704,C0011253,delusion,none,giddy mood,0.6,0.03
1705,C0011253,delusion,none,feeling hopeless,0.6,0.03
1706,C0011253,delusion,none,agitation,0.9,0.03
1707,C0011253,delusion,none,hallucinations auditory,0.6,0.03
1708,C0011253,delusion,none,irritable mood,0.9,0.03
1709,C0011253,delusion,none,sleeplessness,0.6,0.03
1710,C0011253,delusion,none,neologism,0.3,0.03
1711,C0011253,delusion,none,homicidal thoughts,0.1,0.03
1712,C0011253,delusion,none,disturbed family,0.6,0.03
1713,C0011253,delusion,none,worry,0.9,0.03
1714,C0011253,delusion,none,decompensation,0.3,0.03
1715,C0011253,delusion,none,verbally abusive behavior,0.6,0.03
1716,C0011253,delusion,none,catatonia,0.1,0.03
1717,C0011253,delusion,none,suicidal,0.6,0.03
1718,C0011253,delusion,none,terrify,0.3,0.03
1719,C0011253,delusion,none,blackout,0.3,0.03
1720,C0011253,delusion,none,weepiness,0.6,0.03
1721,C0011253,delusion,none,impaired cognition,0.6,0.03
1722,C0233472,affect labile,none,extreme exhaustion,0.9,0.03
1723,C0233472,affect labile,none,sleeplessness,0.6,0.03
1724,C0233472,affect labile,none,enuresis,0.3,0.03
1725,C0233472,affect labile,none,patient non compliance,0.3,0.03
1726,C0233472,affect labile,none,feeling hopeless,0.6,0.03
1727,C0233472,affect labile,none,hallucinations visual,0.1,0.03
1728,C0233472,affect labile,none,bedridden,0.6,0.03
1729,C0233472,affect labile,none,bedridden,0.6,0.03
1730,C0233472,affect labile,none,prostatism,0.3,0.03
1731,C0011127,decubitus ulcer,none,systolic murmur,0.1,0.03
1732,C0011127,decubitus ulcer,none,frail,0.6,0.03
1733,C0011127,decubitus ulcer,none,fever,0.6,0.03
